"Station_ID","min_date","max_date","avg_percentflooded (%)","Year","percent_waterlevel_complete",
"CRMS0003-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","25.0970538353842","2009","99.9771689497717",
"CRMS0003-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","23.3702474783623","2010","99.9885844748858",
"CRMS0003-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","16.301369676925","2011","100",
"CRMS0003-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","25.4922158254096","2012","99.7260273972603",
"CRMS0003-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","28.9155247840694","2013","100",
"CRMS0003-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","18.8812783232731","2014","100",
"CRMS0003-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","27.8310499106045","2015","100",
"CRMS0003-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","33.0416723558999","2016","76.9748858447489",
"CRMS0003-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","27.8666054377957","2017","99.9543378995434",
"CRMS0003-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","31.3541900964354","2018","99.9771689497717",
"CRMS0003-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","40.0022834303725","2019","99.9657534246575",
"CRMS0003-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","40.6752406904543","2020","99.4063926940639",
"CRMS0003-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","41.4188951737011","2021","99.4406392694064",
"CRMS0003-H01","1/1/2022 12:00:00 AM","4/26/2022 10:00:00 AM","25.7668702357679","2022","31.6324200913242",
"CRMS0006-H01","","","0","2006","0",
"CRMS0006-H01","9/28/2007 11:00:00 AM","12/31/2007 11:00:00 PM","29.4755863709048","2007","25.2511415525114",
"CRMS0006-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","16.1934153046622","2008","55.4794520547945",
"CRMS0006-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","51.5575536971922","2009","68.527397260274",
"CRMS0006-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","32.7991589018894","2010","86.9063926940639",
"CRMS0006-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","24.7831047399189","2011","100",
"CRMS0006-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","38.1273575154069","2012","99.851598173516",
"CRMS0006-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","53.5388121742145","2013","100",
"CRMS0006-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","41.106856467028","2014","98.3904109589041",
"CRMS0006-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","59.2691718925966","2015","98.0936073059361",
"CRMS0006-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","83.9493488027681","2016","100.068493150685",
"CRMS0006-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","81.1684553611771","2017","98.8698630136986",
"CRMS0006-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","74.3946999269678","2018","99.9543378995434",
"CRMS0006-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","88.3215011641688","2019","99.703196347032",
"CRMS0006-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","77.2916394238855","2020","90.5365296803653",
"CRMS0006-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","84.9658831390554","2021","98.7100456621005",
"CRMS0006-H01","1/1/2022 12:00:00 AM","3/25/2022 9:00:00 AM","99.9999950049953","2022","22.8538812785388",
"CRMS0008-H01","","","0","2006","0",
"CRMS0008-H01","","","0","2007","0",
"CRMS0008-H01","","","0","2008","0",
"CRMS0008-H01","","","0","2009","0",
"CRMS0008-H01","","","0","2010","0",
"CRMS0008-H01","11/14/2011 3:00:00 PM","12/31/2011 11:00:00 PM","62.0932223312909","2011","12.9794520547945",
"CRMS0008-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","69.2736786284873","2012","100.27397260274",
"CRMS0008-H01","1/1/2013 12:00:00 AM","2/20/2013 10:00:00 AM","78.1998283897747","2013","13.824200913242",
"CRMS0008-H01","","","0","2014","0",
"CRMS0008-H01","","","0","2015","0",
"CRMS0008-H01","","","0","2016","0",
"CRMS0008-H01","","","0","2017","0",
"CRMS0008-H01","","","0","2018","0",
"CRMS0008-H01","","","0","2019","0",
"CRMS0008-H01","","","0","2020","0",
"CRMS0008-H01","","","0","2021","0",
"CRMS0008-H01","","","0","2022","0",
"CRMS0008-H02","","","0","2006","0",
"CRMS0008-H02","","","0","2007","0",
"CRMS0008-H02","","","0","2008","0",
"CRMS0008-H02","","","0","2009","0",
"CRMS0008-H02","","","0","2010","0",
"CRMS0008-H02","","","0","2011","0",
"CRMS0008-H02","","","0","2012","0",
"CRMS0008-H02","2/20/2013 1:00:00 PM","12/31/2013 11:00:00 PM","99.9999986668444","2013","85.6278538812785",
"CRMS0008-H02","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","99.9999988583172","2014","99.9885844748858",
"CRMS0008-H02","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","98.7125456611359","2015","97.5342465753425",
"CRMS0008-H02","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","99.9658458564908","2016","100.27397260274",
"CRMS0008-H02","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","99.9999988584475","2017","100",
"CRMS0008-H02","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","99.9999987734576","2018","93.0707762557078",
"CRMS0008-H02","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","99.9999988584475","2019","100",
"CRMS0008-H02","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","99.9999988615665","2020","100.27397260274",
"CRMS0008-H02","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","99.9999988584475","2021","100",
"CRMS0008-H02","1/1/2022 12:00:00 AM","3/24/2022 8:00:00 AM","99.9999949418313","2022","22.5684931506849",
"CRMS0008-W01","","","0","2006","0",
"CRMS0008-W01","","","0","2007","0",
"CRMS0008-W01","1/25/2008 3:00:00 PM","12/31/2008 11:00:00 PM","99.9999987794459","2008","93.527397260274",
"CRMS0008-W01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","82.7291330515581","2009","94.7831050228311",
"CRMS0008-W01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","97.0091313126812","2010","100",
"CRMS0008-W01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","94.8858436656867","2011","100",
"CRMS0008-W01","1/1/2012 12:00:00 AM","1/30/2012 1:00:00 PM","99.9999859154949","2012","8.10502283105023",
"CRMS0008-W01","2/20/2013 2:00:00 PM","10/3/2013 10:00:00 AM","99.9999979951885","2013","56.9406392694064",
"CRMS0008-W01","","","0","2014","0",
"CRMS0008-W01","","","0","2015","0",
"CRMS0008-W01","","","0","2016","0",
"CRMS0008-W01","","","0","2017","0",
"CRMS0008-W01","","","0","2018","0",
"CRMS0008-W01","","","0","2019","0",
"CRMS0008-W01","","","0","2020","0",
"CRMS0008-W01","","","0","2021","0",
"CRMS0008-W01","","","0","2022","0",
"CRMS0030-H01","","","0","2006","0",
"CRMS0030-H01","5/9/2007 1:00:00 PM","12/31/2007 11:00:00 PM","36.208444991762","2007","63.527397260274",
"CRMS0030-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","32.6708672725295","2008","94.2009132420091",
"CRMS0030-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","42.0374417452293","2009","93.9041095890411",
"CRMS0030-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","37.3394373987099","2010","89.7602739726027",
"CRMS0030-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","30.7871787942137","2011","92.9566210045662",
"CRMS0030-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","46.2038783561509","2012","96.5296803652968",
"CRMS0030-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","54.2113140429622","2013","99.0753424657534",
"CRMS0030-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","28.8263233828488","2014","98.527397260274",
"CRMS0030-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","42.5419438917267","2015","99.337899543379",
"CRMS0030-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","59.0163927707606","2016","100.27397260274",
"CRMS0030-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","50.9817345778341","2017","100",
"CRMS0030-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","50.2962079348791","2018","96.3470319634703",
"CRMS0030-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","68.3333325532725","2019","100",
"CRMS0030-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","62.8073763341601","2020","100.27397260274",
"CRMS0030-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","67.530539244999","2021","99.9885844748858",
"CRMS0030-H01","1/1/2022 12:00:00 AM","4/14/2022 9:00:00 AM","29.4520536078947","2022","28.3333333333333",
"CRMS0033-H01","","","0","2006","0",
"CRMS0033-H01","5/10/2007 1:00:00 PM","12/31/2007 11:00:00 PM","52.3716110490084","2007","64.0182648401827",
"CRMS0033-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","48.9311776729513","2008","87.5799086757991",
"CRMS0033-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","48.7629264463552","2009","87.203196347032",
"CRMS0033-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","51.0167671421481","2010","95.9931506849315",
"CRMS0033-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","42.4686682138961","2011","96.5525114155251",
"CRMS0033-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","68.7678701745793","2012","87.8310502283105",
"CRMS0033-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","79.1948871668385","2013","89.3264840182648",
"CRMS0033-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","56.0297349114849","2014","82.9223744292237",
"CRMS0033-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","72.1992245667082","2015","85.4908675799087",
"CRMS0033-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","87.5290936233114","2016","93.1849315068493",
"CRMS0033-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","87.8847478837683","2017","98.6529680365297",
"CRMS0033-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","75.6374585577485","2018","98.4931506849315",
"CRMS0033-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","89.3133284557031","2019","98.9155251141553",
"CRMS0033-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","80.4576222220684","2020","97.7853881278539",
"CRMS0033-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","67.4980082913768","2021","43.0251141552511",
"CRMS0033-H01","1/1/2022 12:00:00 AM","4/14/2022 8:00:00 AM","66.2993000986485","2022","19.6803652968037",
"CRMS0034-H01","","","0","2006","0",
"CRMS0034-H01","5/9/2007 5:00:00 PM","12/31/2007 11:00:00 PM","46.3069192128555","2007","63.675799086758",
"CRMS0034-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","44.1477635236842","2008","88.0707762557078",
"CRMS0034-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","48.6355946795992","2009","94.5433789954338",
"CRMS0034-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","44.7888022395801","2010","91.3470319634703",
"CRMS0034-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","39.4854988534705","2011","94.0753424657534",
"CRMS0034-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","56.018574410136","2012","93.4132420091324",
"CRMS0034-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","62.4339225185713","2013","99.337899543379",
"CRMS0034-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","39.0413333444329","2014","98.5958904109589",
"CRMS0034-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","53.9302073325084","2015","97.1575342465753",
"CRMS0034-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","72.3838564947929","2016","97.3059360730594",
"CRMS0034-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","63.3436810009925","2017","99.2808219178082",
"CRMS0034-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","56.4503059533691","2018","98.6643835616438",
"CRMS0034-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","75.8814738040488","2019","99.3949771689498",
"CRMS0034-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","71.456623871357","2020","98.824200913242",
"CRMS0034-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","78.7187201260575","2021","98.5388127853881",
"CRMS0034-H01","1/1/2022 12:00:00 AM","4/14/2022 10:00:00 AM","45.2520989389874","2022","27.1689497716895",
"CRMS0035-H01","","","0","2006","0",
"CRMS0035-H01","8/21/2007 8:00:00 AM","12/31/2007 11:00:00 PM","26.0291315380262","2007","36.0502283105023",
"CRMS0035-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","20.1277552589209","2008","91.1415525114155",
"CRMS0035-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","31.839595175921","2009","99.3493150684932",
"CRMS0035-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","24.7382346710593","2010","99.2123287671233",
"CRMS0035-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","15.7410599546848","2011","99.2808219178082",
"CRMS0035-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","32.6360307197527","2012","99.8630136986301",
"CRMS0035-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","43.7100451631273","2013","100",
"CRMS0035-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","26.054078528253","2014","99.634703196347",
"CRMS0035-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","30.6164380066617","2015","100",
"CRMS0035-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","50.5522025440943","2016","100.262557077626",
"CRMS0035-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","41.6210040910844","2017","100",
"CRMS0035-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","42.6027392396948","2018","100",
"CRMS0035-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","62.6712321612873","2019","100",
"CRMS0035-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","63.9313418301042","2020","97.1004566210046",
"CRMS0035-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","63.8812778095745","2021","100",
"CRMS0035-H01","1/1/2022 12:00:00 AM","3/16/2022 10:00:00 AM","30.6442559863162","2022","20.3767123287671",
"CRMS0038-H01","","","0","2006","0",
"CRMS0038-H01","9/19/2007 9:00:00 AM","12/31/2007 11:00:00 PM","0","2007","0",
"CRMS0038-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","63.9344229541791","2008","22.2831050228311",
"CRMS0038-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","64.906439388056","2009","99.4406392694064",
"CRMS0038-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","63.9691485671791","2010","99.1666666666667",
"CRMS0038-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","60.3448268971817","2011","99.9771689497717",
"CRMS0038-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","77.1372899709227","2012","99.6118721461187",
"CRMS0038-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","81.6324191594473","2013","100",
"CRMS0038-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","67.4985682026495","2014","99.7146118721461",
"CRMS0038-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","75.6388211798004","2015","99.6232876712329",
"CRMS0038-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","91.0375722045551","2016","99.3493150684932",
"CRMS0038-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","84.2111279572804","2017","99.703196347032",
"CRMS0038-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","76.1285739053584","2018","96.5981735159817",
"CRMS0038-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","91.8036519200496","2019","100",
"CRMS0038-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","86.703095552105","2020","100.27397260274",
"CRMS0038-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","89.8630126727967","2021","100",
"CRMS0038-H01","1/1/2022 12:00:00 AM","3/24/2022 10:00:00 AM","64.8243768169227","2022","22.1004566210046",
"CRMS0039-H01","","","0","2006","0",
"CRMS0039-H01","11/6/2007 10:00:00 AM","12/31/2007 11:00:00 PM","99.9999871299888","2007","8.86986301369863",
"CRMS0039-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","99.9999986659552","2008","85.5707762557078",
"CRMS0039-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","99.9999985407851","2009","78.2305936073059",
"CRMS0039-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","99.3998199540312","2010","89.3949771689498",
"CRMS0039-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","98.6227897791251","2011","93.6643835616438",
"CRMS0039-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","99.9999988614369","2012","100.262557077626",
"CRMS0039-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","99.9999988584475","2013","100",
"CRMS0039-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","99.9999988584475","2014","100",
"CRMS0039-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","99.9999988354489","2015","98.0251141552511",
"CRMS0039-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","99.9999988615665","2016","100.27397260274",
"CRMS0039-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","99.9999988584475","2017","100",
"CRMS0039-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","99.9999987960511","2018","94.8173515981735",
"CRMS0039-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","99.9999988583172","2019","99.9885844748858",
"CRMS0039-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","99.9999988614369","2020","100.262557077626",
"CRMS0039-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","99.9999988583172","2021","99.9885844748858",
"CRMS0039-H01","1/1/2022 12:00:00 AM","3/14/2022 10:00:00 AM","99.999994249569","2022","19.851598173516",
"CRMS0046-H01","","","0","2006","0",
"CRMS0046-H01","9/15/2007 8:00:00 AM","12/31/2007 11:00:00 PM","29.1030149195842","2007","29.1438356164384",
"CRMS0046-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","22.0274475605184","2008","98.9840182648402",
"CRMS0046-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","33.6131550872452","2009","99.2694063926941",
"CRMS0046-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","24.5514524302413","2010","98.6187214611872",
"CRMS0046-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","21.8986468482155","2011","99.5662100456621",
"CRMS0046-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","37.1330488028758","2012","96.4383561643836",
"CRMS0046-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","53.4090902702262","2013","95.4337899543379",
"CRMS0046-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","37.0252036797396","2014","96.472602739726",
"CRMS0046-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","51.1544005392689","2015","94.9315068493151",
"CRMS0046-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","68.6937192294034","2016","97.6141552511416",
"CRMS0046-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","54.5602221564142","2017","98.37899543379",
"CRMS0046-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","47.9109583571808","2018","100",
"CRMS0046-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","70.6244997074495","2019","99.9885844748858",
"CRMS0046-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","66.8263192288024","2020","100.102739726027",
"CRMS0046-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","78.044556411814","2021","98.8926940639269",
"CRMS0046-H01","1/1/2022 12:00:00 AM","3/29/2022 9:00:00 AM","38.0695718731224","2022","23.2990867579909",
"CRMS0047-H01","","","0","2006","0",
"CRMS0047-H01","6/21/2007 11:00:00 AM","12/31/2007 11:00:00 PM","58.203461943648","2007","52.7397260273973",
"CRMS0047-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","54.9588208449273","2008","98.4132420091324",
"CRMS0047-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","58.5300609544126","2009","98.162100456621",
"CRMS0047-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","57.0681837952354","2010","98.2762557077626",
"CRMS0047-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","52.4836237379418","2011","83.6529680365297",
"CRMS0047-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","70.2192155991229","2012","97.8995433789954",
"CRMS0047-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","74.4180308607214","2013","92.6826484018265",
"CRMS0047-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","30.1748037350837","2014","94.6917808219178",
"CRMS0047-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","46.7733535418507","2015","87.7397260273973",
"CRMS0047-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","61.9397751874443","2016","97.8082191780822",
"CRMS0047-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","52.6446862826769","2017","96.2557077625571",
"CRMS0047-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","47.2699966247612","2018","83.6301369863014",
"CRMS0047-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","67.4768510708698","2019","98.6301369863014",
"CRMS0047-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","60.1516221256619","2020","96.3698630136986",
"CRMS0047-H01","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","66.9950731058518","2021","97.3287671232877",
"CRMS0047-H01","1/1/2022 12:00:00 AM","4/11/2022 10:00:00 AM","25.6445035891224","2022","25.2397260273973",
"CRMS0056-H01","","","0","2006","0",
"CRMS0056-H01","9/17/2007 3:00:00 PM","12/31/2007 11:00:00 PM","99.9999960458681","2007","28.8698630136986",
"CRMS0056-H01","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","93.7233172525289","2008","98.9383561643835",
"CRMS0056-H01","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","93.2199259633059","2009","93.9497716894977",
"CRMS0056-H01","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","97.1451399206904","2010","99.9657534246575",
"CRMS0056-H01","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","93.7260803232509","2011","98.4360730593607",
"CRMS0056-H01","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","99.9772275990296","2012","100.262557077626",
"CRMS0056-H01","1/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","99.9999987757101","2013","93.2420091324201",
"CRMS0056-H01","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","95.1021795284601","2014","99.9885844748858",
"CRMS0056-H01","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","90.0261080935403","2015","65.5821917808219",
"CRMS0056-H01","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","99.9999988615665","2016","100.27397260274",
"CRMS0056-H01","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","99.9999988584475","2017","100",
"CRMS0056-H01","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","95.2795177781819","2018","89.2351598173516",
"CRMS0056-H01","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","99.9999985681558","2019","79.7260273972603",
"CRMS0056-H01","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","99.9999988100904","2020","95.9360730593607",
