system:index,Accretion1,Accretion_,Average_Ac,Average_He,Average__1,Average__2,Basins,Bulk_Densi,Community,Delta_Ti_1,Delta_time,Distance_1,Distance_2,Distance_3,Distance_4,Distance_t,Dry_Soil_p,Dry_Volume,Flood_Dept,Fluvial_Do,Latitude,Latitude_1,Longitude,Longitude_,Mineral_Ma,OBJECTID,Observed_P,Organic_De,Organic_Ma,Organic__1,Organic__2,Organic__3,Simple_sit,Soil_Moist,Soil_Por_1,Soil_Porew,Soil_Salin,Staff_Gaug,Total_Mass,Total_Reco,Verified_P,Wet_Soil_p,Wet_Volume,Land_Lost_m2,Land_Gained_m2,marshType,.geo
133,3.610697259,15.36159996,1.536159996,120.8,10.25,95,Barataria,0.11,Intermediate,2.095890411,765,6892.76578,7522.382925,22590.5372,2562.033864,73471.83268,5.095,63.45,0,10.65926727,29.658411,29.658411,-90.03953985,-90.03953985,693.3995796,308,522,0.06325,996.3764155,58.965,0.58965,58.965,CRMS4103,88.575,1.6,3116.5,0.3,0.94,1689.775995,890.25,521.5,6.025,324.29,2338.324707,4676.665833,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.0395386851319,29.6674092922138],[-90.04243137296488,29.667051105949554],[-90.0450937450832,29.666005066085106],[-90.04731383693691,29.6643544570187],[-90.0489149199197,29.66223069305302],[-90.04976957186183,29.65980284975606],[-90.04980981232545,29.65726419806946],[-90.04903249828207,29.654816815382766],[-90.04749955553834,29.6526554999533],[-90.04533303334306,29.650952269150228],[-90.04270538084799,29.64984267415495],[-90.03982572203779,29.64941501819512],[-90.03692322105326,29.649703334012397],[-90.0342288584122,29.650684677561046],[-90.03195706322657,29.652280952515998],[-90.03028865779658,29.65436512093233],[-90.02935646809063,29.656771307498055],[-90.0292347442858,29.65930799556609],[-90.0299332355206,29.661773266945794],[-90.0313963951646,29.66397087390753],[-90.03350778570022,29.665725864284074],[-90.0360993377813,29.666898514732367],[-90.0389647293773,29.667395460861798],[-90.0395386851319,29.6674092922138]]]}"
136,2.599883178,17.02693338,1.702693338,106.68,18.125,97.53,Barataria,0.155,Intermediate,2.454794521,896,21898.25115,265.3939995,26942.48434,0,62697.90272,5.92,96.52,0,2.863146572,29.56311443,29.56311443,-90.16461681,-90.16461681,1655.290356,311,484,0.05465,983.8843185,37.28,0.3728,37.28,CRMS4218,82.12,1.8,3533.5,0.5,0.98,2639.174674,672.15,484,5.98,324.29,87011.98147,34134.33032,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.16461853221384,29.572114933898625],[-90.16750848608706,29.57175674775571],[-90.17016834214637,29.570710708217394],[-90.17238633631108,29.569060099580117],[-90.17398590699557,29.566936336012628],[-90.17483975229355,29.564508492958662],[-90.17487995573642,29.56196984128403],[-90.1741033769537,29.55952245837455],[-90.17257188297728,29.557361142557095],[-90.17040740760434,29.555657911321898],[-90.1677822370885,29.554548315985187],[-90.16490529802738,29.554120659881136],[-90.16200553834223,29.55440897579641],[-90.15931372062481,29.5553903196547],[-90.15704407161373,29.556986595034324],[-90.1553772428342,29.559070763857857],[-90.15444593465291,29.561476950686252],[-90.15432432684746,29.564013638790435],[-90.1550221590349,29.56647890996849],[-90.15648393678896,29.568676516553687],[-90.15859333244634,29.570431506496302],[-90.16118243546599,29.57160415658872],[-90.16404511892837,29.5721011025514],[-90.16461853221384,29.572114933898625]]]}"
137,9.125,9.125,0.9125,107.9,8.75,88.39,Barataria,0.18,Intermediate,0.95890411,350,14740.5357,716.3269551,16969.54306,716.3269475,74725.26659,5.605,68.725,0,5.06937252,29.67193124,29.67193124,-90.13551989,-90.13551989,1047.5865,312,423,0.0624,594.9135,36.22,0.3622,36.22,CRMS4245,80.96,1.6,3155,0.3,0.71,1642.5,102.625,434,6.04,324.29,116684.1355,8532.380403,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.13552022577703,29.680931764231698],[-90.13841330263253,29.68057357795022],[-90.14107603276767,29.679527538039434],[-90.14329642310724,29.67787692891207],[-90.14489772127912,29.675753164889827],[-90.14575248800091,29.673325321558345],[-90.1457927337324,29.670786669870047],[-90.14501531506686,29.668339287215012],[-90.14348216617411,29.666177971840654],[-90.1413153527309,29.664474741098967],[-90.1386873470682,29.66336514615219],[-90.1358073012574,29.662937490212848],[-90.13290441020581,29.663225806016197],[-90.13020968544059,29.66420714952086],[-90.12793758486991,29.665803424415486],[-90.12626895509405,29.66788759277398],[-90.12533663995362,29.67029377930239],[-90.12521489964301,29.672830467365284],[-90.12591348465551,29.675295738773638],[-90.12737684093247,29.677493345788864],[-90.12948851532474,29.679248336227047],[-90.13208041588939,29.6804209867259],[-90.13494619283303,29.68091793287902],[-90.13552022577703,29.680931764231698]]]}"
0000000000000000015d,6.992123067,18.81686799,1.881686799,102.78,32.425,78.94,Barataria,0.175,Intermediate,2.071232877,756,29675.34875,593.2628222,36152.70736,593.262832,52942.87386,5.575,72.6,0,1.784069138,29.47435212,29.47435212,-90.19047005,-90.19047005,1942.347677,350,474,0.07755,1350.604221,41.015,0.41015,41.015,CRMS6303,82.14,3.8,6950,2.4,1.05,3292.951898,1075.21625,474.5,6.675,324.29,241311.3152,128686.9503,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.19047207040427,29.483353211894435],[-90.19335948955941,29.48299502586433],[-90.19601701292177,29.481948986629234],[-90.19823306227048,29.48029837839094],[-90.19983123086871,29.478174615193673],[-90.20068432830904,29.47574677236562],[-90.20072449743006,29.473208120702115],[-90.19994860032526,29.47076073758552],[-90.19841844953488,29.468599421407326],[-90.19625587181807,29.46689618977035],[-90.19363300240184,29.465786594116185],[-90.19075858488195,29.46535893787806],[-90.18786136671777,29.465647253884452],[-90.18517190845712,29.466628598030614],[-90.18290424921376,29.468224873805077],[-90.1812388821836,29.470309043007212],[-90.18030839128488,29.472715230079828],[-90.1801868910261,29.475251918217623],[-90.18088411219634,29.4777171892082],[-90.18234460876882,29.479914795443307],[-90.18445215492852,29.481669784982472],[-90.1870389873663,29.482842434744004],[-90.18989916005465,29.48333938055165],[-90.19047207040427,29.483353211894435]]]}"
0000000000000000002f,4.211243169,14.41161215,1.441161215,99.36,29.5,82.3,Barataria,0.19,Saline,2.783561644,1016,52947.00345,2948.762644,67293.0642,411.9637044,21783.20732,5.395,72.665,0,0.4114153,29.19387863,29.19387863,-90.16986499,-90.16986499,1741.499213,48,484,0.0616,996.7070965,36.4,0.364,36.4,CRMS0164,79.715,19.4,31290,10.9,1,2738.206309,1173.53875,484,6.125,324.29,286106.789,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.16986292672699,29.202876381537955],[-90.17274241092916,29.20251819586303],[-90.17539263176846,29.20147215758259],[-90.17760259286035,29.199821550600472],[-90.17919637222319,29.19769778856882],[-90.18004712849661,29.195269946452058],[-90.18008719017895,29.19273129482357],[-90.17931342707537,29.19028391105485],[-90.17778748113805,29.18812259374091],[-90.17563084404227,29.186419360838983],[-90.17301517822574,29.18530976418535],[-90.17014865439712,29.18488210752507],[-90.16725939247073,29.18517042381832],[-90.16457732049658,29.186151768870882],[-90.16231589022942,29.18774804588847],[-90.16065509921482,29.18983221628258],[-90.15972716682799,29.192238404124087],[-90.15960600325052,29.19477509236774],[-90.16030131163387,29.197240362768028],[-90.16175779746422,29.199437967900888],[-90.16385955376228,29.201192956169834],[-90.16643927812905,29.20236560488962],[-90.16929159082166,29.202862550209144],[-90.16986292672699,29.202876381537955]]]}"
000000000000000000bd,0,12.67289362,1.267289362,125.57,6.25,109.72,Mermentau,0.415,Saline,2.904109589,1060,124941.5332,51483.11587,14185.37144,1902.444438,11295.95572,5.01,125.565,0,0.090409934,29.66567276,29.66567276,-92.72822025,-92.72822025,4285.500557,190,496,0.07415,973.7502953,18.515,0.18515,18.515,CRMS0581,61.32,16.5,27000,7.225,0.655,5259.250853,0,496.5,5.63,324.29,80268.35397,85762.74571,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.72822031757289,29.67467216085754],[-92.73111321431536,29.67431397458403],[-92.73377577869276,29.673267934694703],[-92.73599603083674,29.67161732559556],[-92.7375972293785,29.669493561599495],[-92.73845194295862,29.667065718283993],[-92.73849218625114,29.664527066596488],[-92.73771481602446,29.66207968392679],[-92.7361817625764,29.659918368526935],[-92.73401508397767,29.658215137756823],[-92.7313872418276,29.657105542787587],[-92.72850737519371,29.656677886838764],[-92.72560466473877,29.656966202648565],[-92.72291010763296,29.657947546173588],[-92.72063814845211,29.659543821096143],[-92.71896962254584,29.66162798948141],[-92.71803736548016,29.664034176027094],[-92.71791563281154,29.66657086409237],[-92.71861417440601,29.66903613548746],[-92.72007743964414,29.671233742477924],[-92.72218898261399,29.67298873288758],[-92.72478072183469,29.67416138336302],[-92.72764632036672,29.674658329505174],[-92.72822031757289,29.67467216085754]]]}"
000000000000000000c7,0,12.91237871,1.291237871,94.49,16.655,79.24,Mermentau,0.4,Saline,2.22739726,813,110580.92,36612.46225,6006.783609,1177.092963,9715.773484,7.435,124.13,0,0.08786121,29.5776537,29.5776537,-92.541867,-92.541867,4373.422671,200,440,0.0579,791.5288152,15.325,0.15325,15.325,CRMS0600,63.97,24.5,38610,7.1,1.44,5164.951486,0,440,7.31,324.29,341965.261,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.54186843957224,29.58665390070002],[-92.54475880971214,29.586295714538604],[-92.547419048861,29.585249674950568],[-92.54963736241517,29.583599066247874],[-92.55123716335879,29.581475302619687],[-92.55209113147455,29.579047459528667],[-92.55213134055406,29.576508807852214],[-92.55135464982212,29.574061424976698],[-92.54982293525961,29.5719001092184],[-92.54765814824209,29.570196878049064],[-92.54503259982567,29.56908728276441],[-92.54215524666171,29.56865962668235],[-92.53925506959249,29.568947942582678],[-92.53656286439073,29.569929286393762],[-92.53429288860791,29.571525561708647],[-92.5326258197711,29.573609730470107],[-92.53169437737077,29.576015917258452],[-92.53157275190344,29.57855260535713],[-92.5322706844359,29.581017876565927],[-92.5337326725934,29.583215483208527],[-92.53584237198649,29.58497047321729],[-92.53843184789481,29.58614312336396],[-92.54129494369163,29.586640069352057],[-92.54186843957224,29.58665390070002]]]}"
000000000000000000c2,1.246636251,9.720270961,0.972027096,73.48,5.95625,60.96,Mermentau,0.34,Brackish,2.215068493,808.5,133875.0155,45361.0731,18787.61411,1172.674519,7109.30335,6.03,137.715,0,0.053104034,29.66476831,29.66476831,-92.82300356,-92.82300356,2730.006141,195,434,0.0613,574.8859855,17.395,0.17395,17.395,CRMS0589,62.975,23.3,36767,4.775,0.41,3304.892127,412.4075,434,6.335,324.29,180833.1148,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.82300568129813,29.673766402481185],[-92.82589855198314,29.673408216208834],[-92.8285610923799,29.672362176322597],[-92.83078132453075,29.67071156722754],[-92.83238250865872,29.668587803235273],[-92.83323721455068,29.66615995992208],[-92.83327745749035,29.663621308234685],[-92.83250009427147,29.661173925562874],[-92.83096705463164,29.659012610159312],[-92.82880039554126,29.657309379385087],[-92.82617257704702,29.65619978441262],[-92.82329273633516,29.65577212846242],[-92.82039005200765,29.656060444273148],[-92.81769551915758,29.657041787801116],[-92.815423580432,29.658638062727714],[-92.81375506955285,29.660722231116857],[-92.81282282088901,29.663128417665042],[-92.81270108932597,29.665665105730653],[-92.81339962463905,29.66813037712383],[-92.81486287670633,29.67032798411071],[-92.8169744006629,29.67208297451623],[-92.81956611654152,29.67325562498829],[-92.82243168926225,29.67375257112886],[-92.82300568129813,29.673766402481185]]]}"
000000000000000000c6,0.95684673,10.93611287,1.093611287,74.37,0,67.05,Mermentau,0.295,Brackish,2.490410959,909,120901.8773,47119.32564,10716.23191,1535.40268,8211.849735,6.005,99.83,107.988,0.067921607,29.60664187,29.60664187,-92.66582345,-92.66582345,2555.274719,199,367.5,0.0572,670.8785782,20.795,0.20795,20.795,CRMS0599,72.57,19.9,31921,8.55,1.56,3226.153297,478.78,367.5,6.23,324.29,45556.1216,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.66582472145211,29.615641413047033],[-92.66871592245022,29.615283226848728],[-92.67137692623662,29.61423718716152],[-92.67359587728446,29.612586578328337],[-92.67519613781982,29.61046281457907],[-92.67605035107698,29.60803497141416],[-92.67609057140714,29.605496319734062],[-92.67531365722733,29.603048936926303],[-92.6737815023803,29.60088762128597],[-92.67161609332763,29.599184390248045],[-92.66898979063072,29.598074795067205],[-92.6661116109273,29.597647139028997],[-92.66321060076946,29.597935454899535],[-92.66051762215822,29.598916798616457],[-92.65824699414685,29.60051307380221],[-92.65657944616146,29.602597242439852],[-92.65564773586323,29.605003429148333],[-92.6555260751433,29.60754011723601],[-92.65622420796205,29.610005388506124],[-92.65768661607984,29.612202995263225],[-92.65979692172209,29.613957985403935],[-92.66238714190719,29.615130635658815],[-92.66525106071359,29.615627581697627],[-92.66582472145211,29.615641413047033]]]}"
000000000000000000cc,2.979467147,9.784733469,0.978473347,96,17,84,Mermentau,0.21,Brackish,2.230136986,814,114151.8247,40373.60172,4191.953774,4191.953779,14030.30036,6.95,64.185,0,0.12290912,29.63941417,29.63941417,-92.60437974,-92.60437974,1550.753053,205,529,0.0534,504.0409752,24.53,0.2453,24.53,CRMS0609,77.595,15.5,25695,5.6,1.28,2054.794029,500.625,529,7.12,324.29,6236.398254,2476.139925,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.60437837402175,29.648413027125027],[-92.60727051580766,29.648054840884985],[-92.60993238539965,29.647008801085597],[-92.61215205828701,29.6453581921048],[-92.6137528392221,29.643234428218555],[-92.61460733005508,29.64080658497007],[-92.61464756312455,29.63826793328586],[-92.61387039593292,29.635820550554726],[-92.61233774254795,29.633659235047862],[-92.61017162915955,29.631956004158575],[-92.60754447238425,29.630846409095184],[-92.60466535678302,29.63041875310658],[-92.60176340331165,29.630707068943412],[-92.59906954896209,29.63168841255382],[-92.59679818242672,29.6332846875935],[-92.59513009189729,29.63536885609107],[-92.59419807825606,29.637775042709194],[-92.59407637761942,29.640311730784443],[-92.5947747372242,29.642777002123918],[-92.59623762086665,29.644974609010536],[-92.59834861297006,29.646729599300514],[-92.60093967590608,29.64790224967781],[-92.60380452661319,29.648399195773973],[-92.60437837402175,29.648413027125027]]]}"
000000000000000000cd,1.39375,9.740108391,0.974010839,92.8,12,87,Mermentau,0.455,Brackish,2.030136986,741,118105.5831,44338.44427,7998.03579,2293.103778,9477.743251,6.76,110.54,169.72,0.080248054,29.60667044,29.60667044,-92.63554245,-92.63554245,3803.992027,206,257,0.0685,627.7572909,14.165,0.14165,14.165,CRMS0610,60.425,15.2,25160,7.575,1.4,4431.749318,598.9875,257,7.23,324.29,0,470920.0576,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.6355422189575,29.615669222422277],[-92.63843342075327,29.615311036223932],[-92.64109442527378,29.614264996536633],[-92.64331337693363,29.612614387703328],[-92.64491363791024,29.61049062395394],[-92.64576785140275,29.60806278078896],[-92.64580807174372,29.60552412910886],[-92.6450311573494,29.603076746301163],[-92.64349900207965,29.600915430660947],[-92.64133359242979,29.599212199623143],[-92.6387072890087,29.5981026044424],[-92.63582910851179,29.597674948404237],[-92.63292809755411,29.597963264274746],[-92.63023511820036,29.59894460799159],[-92.62796448956281,29.600540883177207],[-92.6262969411174,29.60262505181473],[-92.62536523056197,29.605031238523132],[-92.6252435698082,29.607567926610805],[-92.62594170281926,29.610033197880977],[-92.62740411134021,29.612230804638184],[-92.62951441756451,29.61398579477903],[-92.63210463846416,29.61515844503401],[-92.63496855806069,29.615655391072863],[-92.6355422189575,29.615669222422277]]]}"
000000000000000000cf,0.301155927,3.095982143,0.309598214,99.4,6.25,80,Mermentau,0.435,Brackish,2.375342466,867,133393.4313,44637.74715,17074.93509,2739.028052,8702.997738,4.47,114.925,36.896,0.065243076,29.68024308,29.68024308,-92.82200478,-92.82200478,1100.363911,208,274,0.07855,246.3883209,18.295,0.18295,18.295,CRMS0615,64.295,16.4,26867.5,4.75,1.02,1346.752232,326.39,274,4.67,324.29,0,76619.06626,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.82200382131299,29.68924308573207],[-92.82489713740542,29.688884899439994],[-92.82756008770997,29.68783885950073],[-92.82978066160922,29.68618825033589],[-92.8313820921158,29.68406448627887],[-92.8322369294236,29.68163664292617],[-92.83227717839466,29.679097991236823],[-92.83149969538968,29.67665060860124],[-92.82996641972161,29.674489293260773],[-92.82779942716982,29.672786062556813],[-92.82517120431982,29.67167646763986],[-92.82229092051548,29.67124881171311],[-92.8193877895846,29.67153712750791],[-92.81669284212407,29.672518470985533],[-92.81442055375092,29.674114745843077],[-92.81275178600922,29.676198914166],[-92.81181939373043,29.67860510067147],[-92.81169764326927,29.681141788731207],[-92.81239628595222,29.683607060157176],[-92.81385976315241,29.685804667205282],[-92.81597161210784,29.687559657681366],[-92.81856372697924,29.688732308211293],[-92.82142974089987,29.689229254378972],[-92.82200382131299,29.68924308573207]]]}"
000000000000000000d4,0,10.95,1.095,115.21,16,106.68,Mermentau,0.23,Brackish,2.150684932,785,105512.7167,31776.96049,29.16557948,29.16558905,16727.09534,6.855,83.06,0,0.158531558,29.6357313,29.6357313,-92.50960009,-92.50960009,1812.186675,213,425.5,0.06005,706.313325,28.045,0.28045,28.045,CRMS0623,76.33,9.3,15907,2.6,1.26,2518.5,0,426,7.01,324.29,17930.41559,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.50960222002321,29.64473207309053],[-92.5124942560608,29.644373886855178],[-92.5151560283328,29.643327847068388],[-92.5173756200825,29.641677238104176],[-92.51897634252258,29.639553474233324],[-92.51983080215491,29.637125630994227],[-92.51987103379243,29.634586979310484],[-92.51909389504034,29.632139596570738],[-92.51756129769304,29.62997828104887],[-92.51539526347479,29.628275050142896],[-92.51276820270132,29.6271654550663],[-92.50988919229876,29.626737799072124],[-92.50698734485961,29.627026114912745],[-92.50429358894655,29.628007458535127],[-92.50202230542423,29.629603733591214],[-92.50035427587892,29.63168790210452],[-92.49942229633464,29.634094088732795],[-92.49930060018481,29.636630776809437],[-92.49999893429792,29.639096048141127],[-92.50146176448949,29.64129365501319],[-92.50357267943193,29.643048645286395],[-92.50616364763937,29.644221295649935],[-92.5090283935971,29.644718241739653],[-92.50960222002321,29.64473207309053]]]}"
000000000000000000d8,0.020812202,8.215434084,0.821543408,123.13,0.25,100.58,Mermentau,0.23,Brackish,2.205479452,805,96915.09524,23601.68947,7582.654427,2568.232367,10657.57119,6.435,90.675,0,0.109968124,29.56856574,29.56856574,-92.38552445,-92.38552445,1355.279622,217,350,0.0632,534.270217,28.275,0.28275,28.275,CRMS0632,77.46,7.7,13400,2.2,0.95,1889.549839,299.55375,346,6.88,324.29,187610.7509,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.38552399616647,29.57756453206288],[-92.38841410603183,29.57720634591303],[-92.39107410565049,29.576160306356083],[-92.39329221950351,29.57450969769429],[-92.39489187647553,29.57238593410405],[-92.39574576779835,29.569958091036195],[-92.39578597335348,29.567419439360872],[-92.39500935261881,29.56497205646413],[-92.39347777597978,29.56281074066885],[-92.39131318382084,29.561107509458335],[-92.3886878716902,29.55999791414112],[-92.38581077744779,29.55957025804532],[-92.38291086135175,29.559858573954994],[-92.3802188984281,29.560839917795587],[-92.37794912696226,29.56243619315095],[-92.37628220822346,29.564520361951224],[-92.37535084974479,29.566926548764602],[-92.37522923532072,29.569463236866735],[-92.37592710511154,29.57192850805631],[-92.37738896171238,29.57412611466302],[-92.37949847119195,29.575881104630422],[-92.38208771394825,29.57705375474317],[-92.38495055192922,29.57755070071538],[-92.38552399616647,29.57756453206288]]]}"
000000000000000000c3,1.20663654,27.80995591,2.780995591,127.4,14.08875,103.63,Mermentau,0.2,Freshwater,2.267123288,827.5,118184.0614,39411.61261,0,0,34431.42121,4.655,93.86,0,0.291337265,29.93241531,29.93241531,-92.82719959,-92.82719959,3887.831836,196,479,0.0624,1674.159346,30.1,0.301,30.1,CRMS0590,77.07,1.6,3080,1.6,0.8,5561.991181,867.7925,477,5.235,324.29,39057.92177,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.82719882264236,29.941413504379202],[-92.83009944525288,29.941055317764793],[-92.83276911973607,29.940009276959145],[-92.83499529972053,29.938358666654292],[-92.83660077185532,29.936234901539443],[-92.83745776492894,29.933807057541227],[-92.83749811284373,29.93126840582011],[-92.83671866485513,29.928821023776354],[-92.83518151735043,29.926659709466605],[-92.83300905465344,29.92495647991062],[-92.8303741986961,29.9238468859007],[-92.82748664634127,29.92341923035707],[-92.82457618926641,29.92370754589153],[-92.82187444047872,29.924688888546584],[-92.81959641644046,29.92628516227596],[-92.81792343509309,29.928369329517135],[-92.81698868693897,29.930775515324804],[-92.81686662647431,29.93331220328849],[-92.8175670304701,29.93577747525015],[-92.819034200782,29.93797508329857],[-92.82115138106089,29.9397300749274],[-92.82375004106001,29.940902726402744],[-92.8266232924784,29.94139967301341],[-92.82719882264236,29.941413504379202]]]}"
000000000000000000c4,0,11.73214286,1.173214286,110.94,9.5,91.44,Mermentau,0.45,Freshwater,1.923287671,702,109341.8674,46346.48708,1157.367118,1157.36714,42850.99191,4.775,147.315,0,0.391899214,29.99218938,29.99218938,-92.76050063,-92.76050063,4476.193795,197,412,0.0603,803.2704911,15.215,0.15215,15.215,CRMS0593,53.5,0.2,325.9,0.1,1.05,5279.464286,0,410,5.6,324.29,5980.034859,3884.380981,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.76050285052821,30.001189174804633],[-92.76340521877735,30.00083098811357],[-92.76607649976958,29.999784947101904],[-92.7683040191339,29.99813433652598],[-92.76991045687626,29.99601057115959],[-92.77076796499635,29.99358272700789],[-92.77080833655134,29.991044075279213],[-92.7700284190988,29.988596693376174],[-92.76849034655322,29.986435379311512],[-92.7663165769543,29.98473215002851],[-92.76368013624491,29.983622556234277],[-92.76079084732056,29.983194900781744],[-92.75787863991619,29.983483216254296],[-92.75517526618611,29.98446455871375],[-92.752895871809,29.986060832174868],[-92.75122188376676,29.988144999158813],[-92.7502865727586,29.990551184800566],[-92.75016443823031,29.9930878727414],[-92.75086526303176,29.995553144830442],[-92.75233331568539,29.997750753116723],[-92.75445176969941,29.999505745019675],[-92.75705199342968,30.000678396719824],[-92.75992697399668,30.00117534343582],[-92.76050285052821,30.001189174804633]]]}"
000000000000000000ae,1.214521382,8.306592374,0.830659237,154.22,5,131.06,Mermentau,0.295,Intermediate,2.22739726,813,111530.4348,45970.78977,0,0,30230.76638,5.25,128.55,0,0.271053963,29.82983714,29.82983714,-92.66589074,-92.66589074,1936.218919,175,344,0.0585,514.2258308,20.985,0.20985,20.985,CRMS0554,68.895,1.5,2869,0.4,1.1,2450.44475,476.5275,340,5.71,324.29,35746.8854,3225.066557,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.66589123263421,29.83883579532278],[-92.66878887188314,29.838477608839682],[-92.67145580078251,29.837431568386986],[-92.6736796917173,29.835780958546565],[-92.67528351359351,29.833657193862667],[-92.67613962643446,29.831229350127426],[-92.67617993394818,29.828690698419255],[-92.67540128829154,29.826243316134388],[-92.67386572171623,29.824082001404737],[-92.67169549256275,29.82237877138109],[-92.6690633450045,29.821269177001653],[-92.66617876051014,29.82084152130194],[-92.66327129481206,29.821129836942465],[-92.66057232311026,29.822111179932612],[-92.65829664103144,29.8237074541216],[-92.65662538016302,29.82579162180346],[-92.65569159394794,29.828197807895414],[-92.65556966006157,29.830734495898223],[-92.6562693448858,29.83319976764165],[-92.65773500724363,29.835397375282557],[-92.65985001066213,29.837152366441774],[-92.6624459981866,29.83832501753196],[-92.6653162944254,29.838821963962157],[-92.66589123263421,29.83883579532278]]]}"
000000000000000000b5,0.35701107,11.01749456,1.101749456,190.2,8.875,156,Mermentau,0.23,Intermediate,2.912328767,1063,92638.7908,21418.73435,233.2736044,233.2736074,34482.5412,5.475,81.16,165.336,0.372225726,29.78551873,29.78551873,-92.4168036,-92.4168036,1803.971507,182,237,0.0569,730.0522421,28.81,0.2881,28.81,CRMS0568,78.04,3.4,6220,1,1.32,2534.023749,497.5,236,5.825,324.29,10898.35944,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.41680362348433,29.79451796946925],[-92.41969997856492,29.79415978304279],[-92.42236572564593,29.79311374274237],[-92.42458863127456,29.7914631331023],[-92.42619174280819,29.789339368604317],[-92.4270474767592,29.786911524982525],[-92.4270877668829,29.78437287327994],[-92.42630946658497,29.781925490891055],[-92.42477458051026,29.77976417598026],[-92.42260531277059,29.77806094575485],[-92.41997433102433,29.776951351216006],[-92.41709102402527,29.776523695448965],[-92.41418484594492,29.776812011135238],[-92.41148706962085,29.777793354269964],[-92.40921239562269,29.77938962865721],[-92.40754187532303,29.7814737965292],[-92.40660850316843,29.783879982743784],[-92.40648662376721,29.78641667076348],[-92.40718599902918,29.788881942412754],[-92.40865101229846,29.791079549877857],[-92.410765078702,29.792834540834477],[-92.41335991587746,29.794007191758514],[-92.41622894007871,29.794504138110856],[-92.41680362348433,29.79451796946925]]]}"
000000000000000000bb,0,10.34053496,1.034053496,159.71,16,158.5,Mermentau,0.19,Intermediate,2.906849315,1061,104466.5582,30503.51797,2165.882478,2165.882432,12383.72514,6.985,78.47,0,0.118542482,29.59127106,29.59127106,-92.48028291,-92.48028291,1465.863895,188,431,0.045,498.8377469,25.39,0.2539,25.39,CRMS0576,79.35,7.1,12375.5,2.125,1.25,1964.701642,0,431,7.205,324.29,0,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.48028311688047,29.600269935592955],[-92.48317387714003,29.599911749414215],[-92.48583447531546,29.5988657097796],[-92.48805308819723,29.59721510101562],[-92.48965310493674,29.595091337330565],[-92.49050718815575,29.592663494204853],[-92.49054740251785,29.590124842526688],[-92.48977060686859,29.587677459682997],[-92.48823868557568,29.585516143980094],[-92.48607360648889,29.583812912872474],[-92.48344770390898,29.582703317636575],[-92.48056996265318,29.58227566157511],[-92.47766939441703,29.582563977461454],[-92.47497682607,29.583545321228314],[-92.47270654404096,29.58514159648255],[-92.47103925022559,29.587225765185863],[-92.47010768203694,29.589631951936703],[-92.46998604001718,29.592168640030216],[-92.4706840665917,29.59463391126781],[-92.47214625193658,29.59683151796418],[-92.47425623598681,29.598586508034913],[-92.47684606136151,29.599759158232402],[-92.47970954359276,29.60025610424432],[-92.48028311688047,29.600269935592955]]]}"
